Country,Year,Energy Type,Production (GWh),Installed Capacity (MW),Investments (USD),Population,GDP,Energy Consumption,Energy Exports,Energy Imports,CO2 Emissions,Renewable Energy Jobs,Government Policies,R&D Expenditure,Renewable Energy Targets,Average Annual Temperature,Annual Rainfall,Solar Irradiance,Wind Speed,Hydro Potential,Geothermal Potential,Biomass Availability,Energy Storage Capacity,Grid Integration Capability,Electricity Prices,Energy Subsidies,International Aid for Renewables,Public Awareness,Energy Efficiency Programs,Urbanization Rate,Industrialization Rate,Energy Market Liberalization,Renewable Energy Patents,Educational Level,Technology Transfer Agreements,Renewable Energy Education Programs,Local Manufacturing Capacity,Import Tariffs on Energy Equipment,Export Incentives for Energy Equipment,Natural Disasters,Political Stability,Corruption Perception Index,Regulatory Quality,Rule of Law,Control of Corruption,Economic Freedom Index,Ease of Doing Business,Innovation Index,Number of Research Institutions,Number of Renewable Energy Conferences,Number of Renewable Energy Publications,Energy Sector Workforce,Proportion of Energy from Renewables,Public-Private Partnerships in Energy,Regional Renewable Energy Cooperation
Russia,2011,Hydro,36541.96,596.60,7563756532.56,1135083777,24144952736099.61,594179.02,3893.53,96121.34,383708.18,142683,0,7148970700.48,1,37.76,1106.10,282.52,11.36,91.87,44.00,77.19,308.33,0.50,0.36,659869974.59,504607819.77,3.23,0,3.13,93.62,0,116,8.14,0,0,58.36,14.95,28.09,1,3.61,4.48,6.09,2.17,5.92,58.02,62.48,75.28,111,37,1381,244500,67.21,1,1
China,2001,Solar,70143.23,35866.71,8989019856.73,442235891,179813376285786.78,578532.90,72579.69,37330.89,978804.55,641876,1,4990493758.47,1,3.32,982.94,270.41,12.53,63.45,69.94,93.43,893.99,0.92,0.47,295184690.46,585758508.69,9.76,1,4.94,61.79,1,978,2.69,0,1,99.73,73.00,65.28,1,2.24,0.76,9.60,2.33,8.11,82.15,77.21,11.94,966,92,601,870329,42.38,0,1
France,2014,Wind,41749.58,17165.97,6255245160.38,1166493629,42982562221444.94,577771.37,61820.09,37889.23,159204.21,191388,0,1818171886.43,1,33.77,388.04,173.19,6.88,72.40,91.54,62.26,738.51,0.43,0.10,927672122.92,451641835.72,6.45,1,96.79,95.12,0,595,8.37,1,0,35.25,5.85,85.67,0,1.69,5.11,3.57,0.62,0.84,90.10,45.13,20.62,561,33,3581,291105,59.39,1,0
China,2009,Geothermal,39799.17,28901.45,7661540541.44,1458237641,144350692620059.16,870271.43,76329.00,16834.89,447582.03,716659,0,3080804883.87,0,31.28,767.08,201.29,3.04,7.35,29.04,68.25,590.55,0.16,0.08,237734525.38,385443318.62,9.28,0,45.70,96.89,0,876,3.20,0,0,81.25,34.43,87.58,1,8.56,0.74,6.92,3.30,9.01,21.94,11.41,74.87,942,35,7551,625280,54.92,0,1
Canada,2016,Hydro,18163.71,13863.42,2503128488.74,132775826,80348959577784.67,950987.18,55526.75,21937.94,16338.40,867982,1,3459449549.87,1,-6.17,2320.10,169.72,2.66,58.97,66.86,83.50,516.93,0.10,0.12,150199023.28,11720735.39,8.99,0,29.19,24.05,1,63,3.00,0,1,24.22,41.37,44.67,0,7.00,9.35,8.70,5.27,5.61,10.27,11.54,39.90,932,93,3348,626857,25.93,0,1
India,2006,Wind,6056.65,21680.24,9640032482.23,1254527266,58756225405955.37,267345.29,36512.50,43525.96,822152.84,421706,0,9694459441.53,0,32.21,2322.20,165.61,13.88,6.16,14.06,38.47,613.35,0.49,0.28,635496287.64,594527129.86,2.42,0,21.20,41.13,1,904,0.84,0,1,98.18,28.42,75.16,0,0.31,5.67,3.23,1.56,9.11,98.58,79.00,43.07,469,50,1783,406059,21.61,0,0
USA,2006,Biomass,35992.09,24011.46,6705501260.73,65707250,57295812638087.98,652313.97,83857.01,95834.69,700414.02,711195,1,4652771321.90,0,4.48,1250.96,101.63,14.16,79.37,54.10,83.82,952.06,0.91,0.44,850409634.67,621953252.86,0.88,1,36.35,94.18,1,778,8.66,0,0,29.82,52.37,13.03,0,0.54,6.86,1.08,5.65,2.84,69.73,61.84,55.69,939,96,3477,285827,0.86,1,0
Japan,2022,Biomass,58568.55,10538.43,460371500.08,238049620,164892318667798.91,443253.02,30259.17,4588.65,746465.36,169116,0,4811875314.34,0,-8.97,1238.04,225.84,4.74,4.34,14.55,11.39,875.71,0.92,0.14,668296123.94,329871135.93,6.72,0,37.88,45.08,0,560,4.45,1,1,16.69,12.75,75.76,1,6.02,5.23,1.66,3.52,9.33,7.73,46.02,2.52,653,99,9167,133588,36.86,1,0
India,2021,Biomass,86681.45,35272.72,9139447745.83,1312390377,37938521710065.95,410010.89,14167.92,14365.65,950305.99,250602,0,8654157819.41,1,10.86,1490.83,226.67,8.42,26.02,56.80,1.34,633.06,0.21,0.35,361406650.67,418296674.98,5.55,0,68.38,18.98,1,182,6.73,0,1,35.79,68.11,9.14,0,3.95,5.74,7.01,7.56,1.72,62.61,36.35,60.86,606,82,802,745401,32.90,1,1
Australia,2001,Biomass,83987.50,12248.38,8456524049.51,1282831893,23357738039334.64,46425.11,24647.38,69763.73,296460.88,411465,0,8364019530.11,0,27.26,2409.59,104.06,3.58,24.79,82.94,97.97,671.70,0.78,0.38,799976953.01,543920476.13,2.26,0,41.44,40.87,0,897,0.24,1,0,54.84,46.56,63.84,0,9.68,3.06,1.70,9.57,5.35,47.59,64.06,11.88,79,66,8595,185958,33.02,1,0
China,2020,Solar,43895.01,21928.17,4793172988.61,222032748,74753478576351.06,707285.09,98330.11,5345.71,159880.37,182032,0,3451627075.58,1,39.37,1552.48,276.78,9.35,37.11,40.49,21.45,384.03,0.61,0.39,401379893.58,656538374.05,6.10,0,69.73,63.82,1,763,3.45,1,1,71.57,17.31,75.59,1,5.01,6.50,0.08,6.27,2.56,5.03,63.16,93.30,256,84,2173,675416,74.91,1,0
Australia,2016,Biomass,3664.31,14076.03,9435661483.23,482753423,156289063190918.12,402930.48,3175.40,14545.99,485251.90,183893,1,7010714941.33,0,8.90,1920.39,110.89,10.06,96.80,91.98,74.97,121.94,0.39,0.35,884137861.65,814520070.19,5.21,1,75.19,15.21,1,112,9.59,1,0,54.99,71.04,34.58,1,6.59,2.67,4.95,8.75,8.18,5.25,75.85,51.89,671,2,3898,913226,56.27,0,0
Russia,2006,Hydro,94249.47,15120.30,2127105289.53,190649778,45527106007104.81,803971.34,62476.32,59000.03,177673.94,128669,0,1877079462.04,0,19.67,355.91,143.36,0.08,79.46,51.10,19.15,808.83,0.85,0.39,193236428.82,660736284.27,1.42,0,39.50,36.38,0,633,6.51,0,0,36.71,91.69,29.88,0,9.56,8.41,6.22,1.40,5.77,11.63,3.22,8.54,171,8,5726,66739,74.33,1,1
Australia,2001,Hydro,16808.72,26940.36,6993261222.62,863821819,77837670919907.38,753752.59,41037.55,10178.08,247172.81,825788,1,2396658861.31,0,4.35,1414.07,144.06,7.20,82.45,93.72,84.30,439.52,0.59,0.28,247164690.36,435747234.25,5.14,0,48.23,25.26,1,370,8.51,1,1,81.57,51.96,87.20,1,3.27,3.78,6.26,9.30,2.73,33.94,57.58,23.74,112,86,9138,49958,41.65,1,0
China,2017,Wind,49368.95,19485.02,5998591964.38,766238044,87534475714075.83,632183.59,83102.84,89340.24,36380.24,946496,1,3361480671.04,0,-7.13,1746.73,168.72,11.00,79.62,0.70,22.12,343.28,0.35,0.34,778644711.07,943961557.85,2.75,0,76.00,49.03,1,28,7.83,1,1,24.71,56.42,58.34,1,8.13,6.98,6.81,6.95,8.76,31.03,75.35,49.28,87,48,7468,301697,48.00,0,1
Brazil,2013,Wind,74901.76,16277.66,6485186265.81,469021990,61803333501862.87,313914.71,77844.93,41495.25,475550.29,870866,1,2067404696.19,0,3.58,696.50,244.32,13.66,91.95,60.72,85.33,586.00,0.60,0.06,122974516.79,170591475.19,2.83,1,42.58,62.67,0,878,6.27,1,0,48.15,23.80,76.24,0,8.75,9.62,2.71,4.78,5.87,78.28,1.45,44.36,111,33,380,959162,91.87,1,1
Japan,2002,Solar,35197.16,12521.97,2916550898.71,633006721,114772813035375.62,339555.10,52830.86,90030.79,262947.37,79814,1,7146988790.46,0,11.70,2787.93,228.28,4.40,15.62,96.53,43.47,621.36,0.32,0.41,31773898.30,411491722.27,6.61,1,5.46,53.06,1,874,8.89,1,0,1.89,54.82,21.08,0,3.04,8.12,3.05,7.47,3.24,32.08,38.37,66.17,833,10,2778,557947,67.35,1,1
USA,2012,Hydro,19481.30,46958.91,1602176006.74,131157894,130038656486427.08,10652.11,54942.01,86404.51,811967.91,500281,1,3503018233.48,0,31.42,2542.68,108.48,3.80,13.37,22.76,11.13,805.24,0.55,0.08,20260068.66,984424484.49,6.55,0,32.61,76.61,0,720,0.86,0,1,28.38,2.35,97.53,1,5.46,5.92,1.04,5.38,7.64,7.79,9.39,83.61,645,34,5588,562395,23.62,1,1
Germany,2006,Wind,48853.15,20896.54,2600842136.55,916723737,196669289545631.31,933903.35,44734.27,80018.33,92107.68,812790,1,3904094760.93,0,20.19,557.19,219.99,0.78,15.67,46.33,59.18,544.10,0.64,0.47,505490775.92,297267657.85,7.01,1,77.44,78.14,1,909,8.10,0,0,29.78,6.59,40.91,1,5.11,8.50,6.54,4.02,0.11,32.66,24.42,0.17,686,9,6307,776253,30.37,0,1
Canada,2018,Biomass,1212.80,43516.53,356129839.62,764726197,69832977432024.68,118449.70,83112.58,28438.56,647130.29,515069,1,8168707072.78,0,30.15,1965.72,155.83,9.97,57.44,56.52,22.98,120.89,0.51,0.09,640599872.86,341941533.91,2.05,0,26.69,13.72,0,155,1.66,0,1,30.13,81.85,96.36,1,1.56,0.97,0.65,8.99,9.07,57.96,49.56,86.31,368,46,3182,573332,99.53,0,0
Russia,2022,Geothermal,29405.94,8987.43,6141636204.01,1191387773,156635055732981.25,31210.19,78425.41,61014.90,939824.94,265697,0,9513623897.00,0,36.21,2475.84,298.92,1.50,17.16,69.19,96.27,820.54,0.71,0.42,149643518.42,354526041.93,3.79,1,83.32,87.81,0,783,2.08,0,1,6.77,93.84,20.04,0,8.26,1.43,3.64,3.10,8.15,24.33,42.66,76.91,376,98,4969,516865,73.25,0,0
Germany,2013,Wind,20992.59,41824.86,8968476909.33,178462451,65991618798317.12,49856.87,9054.40,78275.59,430706.50,191658,1,9415508834.56,0,15.55,1074.45,210.27,14.41,17.96,36.79,98.52,119.21,0.17,0.33,378557623.68,773053129.45,7.18,0,77.11,50.11,1,621,9.80,1,1,71.33,79.25,38.47,0,0.49,8.41,9.67,3.52,6.13,1.61,73.36,76.85,311,19,8853,163324,76.42,1,1
Russia,2022,Solar,72830.20,25301.25,390764996.79,419146621,58366550215591.02,13944.00,85106.14,76218.90,7331.47,347781,0,3597585838.29,0,1.98,1294.86,178.85,9.99,84.73,35.86,1.00,854.30,0.37,0.13,404665414.35,831340656.53,6.15,0,57.38,80.75,0,458,3.46,0,0,36.82,6.54,95.93,0,3.33,5.65,1.68,9.00,6.37,68.26,74.53,79.51,149,45,4385,535781,0.86,1,1
USA,2010,Wind,27738.22,5057.76,1307530537.54,1342164799,48058410445068.43,72698.21,67911.81,25406.28,775857.22,685453,0,4388821353.94,0,36.37,785.80,256.72,11.04,24.52,21.29,7.96,414.93,0.75,0.30,159937054.53,546558994.59,9.68,1,23.72,75.28,0,128,8.21,0,0,53.49,4.13,94.33,1,2.78,1.53,1.65,5.13,7.59,71.69,44.83,86.12,444,8,4710,348072,93.52,0,0
Russia,2001,Solar,42514.47,41521.58,1107618298.10,782186939,57746184197053.05,827884.34,59816.64,79556.98,600333.26,631774,0,4482502660.04,1,-5.84,1414.39,194.17,13.83,84.43,76.06,19.34,728.15,0.83,0.35,405665806.00,672887973.88,0.07,0,95.21,17.47,1,47,5.06,0,0,45.38,18.94,6.88,0,7.05,9.70,9.51,0.54,9.30,12.21,88.73,44.08,487,81,1011,3786,98.89,1,0
France,2006,Geothermal,25466.79,48108.85,5150005151.72,36019661,116856166673775.52,947556.06,30799.56,28771.31,852408.15,614005,1,1279759066.33,1,37.08,2671.21,215.64,11.81,35.97,15.52,33.30,507.07,0.68,0.29,520142099.79,768780322.09,0.60,0,98.13,55.37,0,366,2.08,0,0,26.54,49.68,80.80,0,7.63,2.00,9.62,3.94,9.99,94.17,72.37,4.15,483,25,6465,780127,63.91,0,1
Germany,2021,Solar,89707.41,1398.39,6228336699.35,67559919,162196920235310.84,994011.39,99120.40,80298.46,70640.20,278779,0,5536343581.65,0,28.81,1574.00,175.35,10.79,39.15,59.08,40.72,141.01,0.02,0.36,831314913.33,193769823.14,8.23,0,74.07,17.96,0,187,5.25,0,1,71.84,7.83,54.49,1,3.81,3.50,8.20,4.83,1.37,45.75,3.86,48.33,872,19,845,237967,68.27,0,0
Germany,2021,Geothermal,5759.95,16205.78,6201143864.73,1406355512,77469307408213.33,192715.03,36084.55,45861.70,338983.70,35862,1,6768635485.85,1,-7.80,372.42,163.03,14.70,98.77,29.34,58.41,962.66,0.47,0.26,22257610.09,346700895.64,4.12,0,29.62,13.12,1,900,3.89,0,0,36.51,98.11,47.57,0,2.11,4.24,2.77,7.85,4.16,39.05,76.26,88.12,917,76,3947,693000,1.55,1,1
USA,2022,Hydro,88370.75,31082.30,9830475098.66,1237419821,176230206106704.78,687526.06,44440.20,80808.87,104122.06,720116,0,2818007201.73,0,37.88,1823.43,175.28,14.72,48.92,40.39,82.44,912.66,0.01,0.26,660359152.70,320299775.49,1.15,1,37.21,75.07,1,827,1.61,0,0,47.95,49.60,51.54,0,2.11,7.94,8.61,4.55,4.03,9.02,67.30,13.98,877,78,1443,130419,75.71,0,1
USA,2007,Biomass,10417.57,26456.51,9298412806.97,71261299,123647291500442.80,133929.89,23165.79,46382.85,165736.37,69146,1,9197719146.60,1,19.33,2564.80,265.47,6.41,73.96,46.51,86.52,586.97,0.69,0.08,967844511.23,907296206.68,9.38,0,79.86,87.14,0,18,2.34,0,1,6.96,14.67,60.34,1,4.13,1.22,4.92,9.22,6.09,60.41,45.69,16.81,229,29,2126,993128,89.92,0,0
China,2009,Solar,20512.53,4025.10,2161727167.96,1245517659,169353223229099.28,592269.69,95847.56,49568.20,252004.37,537068,1,2491479111.54,0,20.38,946.72,116.26,11.81,81.39,53.07,1.81,657.72,0.68,0.18,988371704.98,894379826.36,9.89,1,43.66,90.83,1,941,5.70,1,0,18.42,51.58,27.52,0,2.42,3.72,9.54,7.69,9.70,47.58,24.08,93.21,393,91,9566,792001,17.35,1,0
France,2017,Geothermal,32850.94,33230.47,7154363868.81,273101311,98698505735806.72,577467.20,3670.67,81193.71,92948.76,574385,1,2950849325.98,1,9.16,2262.51,117.17,3.78,75.29,29.27,63.45,178.00,0.29,0.44,445804127.48,672434016.48,4.81,1,56.66,40.95,0,833,4.21,1,1,54.55,4.34,10.04,1,9.20,7.71,3.74,2.24,3.42,31.13,59.36,32.33,13,71,1831,312943,83.63,0,1
Australia,2008,Biomass,86807.63,22419.58,9983412968.36,380296795,42816539283208.23,435874.21,62633.49,5387.82,364518.54,555945,1,5483994309.28,0,26.93,1172.19,118.42,4.65,19.48,49.95,16.31,169.76,0.30,0.06,516813271.29,748961965.32,2.47,1,88.90,32.61,1,213,9.95,1,1,20.39,86.16,44.09,1,2.26,3.35,3.74,8.15,8.88,57.16,10.36,56.50,794,87,3545,95127,79.00,1,1
USA,2016,Biomass,12785.14,24658.65,4689555380.94,841872793,183736902337435.69,313683.37,30350.45,76447.96,460060.08,931587,1,1956758899.45,1,10.08,1314.96,194.11,6.11,99.25,4.54,56.93,965.76,0.52,0.08,1902070.29,526833618.21,3.88,0,49.00,78.63,1,902,5.56,0,0,27.12,53.31,72.11,0,3.79,9.86,7.49,3.55,9.81,61.35,58.08,72.72,197,93,4328,298599,59.85,1,0
Canada,2016,Geothermal,26997.94,23165.59,6185572779.23,1181344843,131006355162918.42,536897.88,83692.89,49217.97,813022.69,38901,1,6848667243.74,0,39.38,2441.45,167.42,8.50,96.13,22.03,49.87,790.48,0.17,0.45,584945407.37,386758954.48,2.84,0,80.24,47.44,1,737,9.79,1,1,92.37,81.83,97.31,0,3.16,4.56,6.43,3.11,0.12,19.85,53.67,41.35,769,85,2856,399376,94.90,0,1
Germany,2017,Hydro,45353.89,47902.92,2008074298.79,1424769699,42417039428915.56,44274.15,44960.26,92480.38,908128.34,564063,1,9107205701.53,0,25.70,1500.43,104.65,8.78,53.79,84.22,79.70,169.90,0.51,0.15,311678659.30,15919535.94,8.50,1,96.21,90.96,0,207,0.59,0,0,76.29,23.01,1.04,0,7.36,7.57,9.09,9.71,5.15,32.13,7.45,27.26,212,83,6661,332449,75.87,1,0
Australia,2009,Geothermal,53915.19,825.55,5047067938.18,336023017,180909974436852.53,436819.78,19516.51,12278.33,957720.35,761528,0,1647186898.53,0,38.82,1832.53,210.93,9.23,31.22,11.60,67.68,766.57,0.48,0.25,877305225.21,739345203.14,8.88,1,41.55,53.39,0,272,5.41,0,0,30.12,96.44,85.73,0,0.89,2.86,1.39,5.00,5.92,46.66,49.14,47.51,167,47,6455,569296,97.16,0,0
Canada,2023,Solar,25364.64,4050.89,1774233896.56,1463136909,173445306219571.62,897019.73,27855.01,82537.04,293916.29,160933,1,2583678636.43,1,3.35,1114.30,246.47,0.57,93.77,77.33,88.83,703.41,0.27,0.47,377142770.29,35964175.90,8.84,0,63.72,80.25,1,67,8.90,0,1,21.75,93.56,16.99,0,3.53,6.48,6.23,4.28,3.91,68.10,53.05,26.82,538,38,6568,611948,78.12,0,1
Russia,2019,Geothermal,84973.21,38093.57,7197735440.73,692450527,169322764187423.59,746494.45,14037.99,80371.36,377825.48,377629,1,1734292072.80,1,31.73,186.95,253.18,8.77,94.70,39.24,24.90,238.00,0.88,0.21,334263286.20,8739724.32,1.67,0,73.69,58.12,0,480,0.01,0,1,32.85,54.18,16.43,0,2.79,7.22,7.48,6.82,7.17,22.54,2.31,74.08,435,94,3348,433228,84.57,0,1
Brazil,2003,Geothermal,59901.63,40913.13,252286533.51,1057997459,115737074102129.84,317172.50,49866.96,27203.61,468936.05,944522,1,6332626595.43,0,3.83,2645.58,106.95,5.34,94.99,44.06,61.67,617.58,0.76,0.07,188870733.91,942402214.12,5.53,0,79.18,38.41,1,941,4.01,0,0,95.37,39.25,78.10,1,6.33,7.92,8.45,5.57,8.07,90.27,63.65,78.61,265,58,9483,567604,47.91,0,1
USA,2011,Solar,8300.69,28239.03,8811007664.96,414882493,17836501783264.99,259332.87,13815.76,25205.27,935391.81,378199,0,9558378750.72,1,-4.49,1553.67,266.88,6.55,66.38,17.23,82.20,425.93,0.04,0.37,870223267.46,768922922.70,3.06,0,82.79,30.12,0,965,9.20,0,1,46.96,48.90,56.16,1,4.23,9.63,2.66,4.59,1.19,92.33,17.28,61.19,506,81,6447,719469,42.96,0,0
Japan,2018,Solar,95840.68,49538.51,275859739.65,1209494009,104430912464435.23,256959.84,27312.56,98782.85,451966.05,443197,0,9668521967.57,1,29.49,1930.87,158.79,12.27,21.23,88.58,73.46,634.39,0.90,0.07,677903493.28,791808872.11,1.61,1,30.58,29.07,0,778,4.48,0,0,7.92,40.65,1.18,1,8.03,4.41,0.46,8.49,2.95,47.46,93.48,68.68,96,76,3221,206948,57.78,0,0
Australia,2003,Biomass,11977.33,8778.47,659340145.82,1180825343,188819791997307.59,919180.60,33349.65,11466.31,958881.94,327165,1,5568244502.49,1,19.36,796.70,145.27,10.69,13.65,4.03,71.73,213.73,0.33,0.49,315034359.22,343402750.26,8.18,1,87.04,76.87,0,429,7.64,0,0,72.36,48.24,53.58,0,4.26,2.72,2.60,6.92,9.01,17.40,23.17,96.75,707,64,856,317063,46.15,0,0
Japan,2006,Wind,48685.59,21724.58,7483502102.77,709091720,16324259431246.12,770931.09,27721.26,11768.55,544716.22,521272,0,3452704327.96,1,2.83,2890.55,137.04,14.32,29.39,3.32,90.71,344.62,0.08,0.35,245531592.98,3896326.14,2.88,1,66.78,86.92,0,914,3.85,1,0,40.49,64.33,65.68,0,2.77,2.49,7.95,9.50,0.20,9.29,63.16,65.47,410,58,5212,776467,79.13,1,0
India,2004,Wind,45651.39,17882.67,4768448557.18,645504486,199667215298513.50,513634.73,56941.42,35114.78,234652.16,308358,0,8588410342.28,1,-4.36,1546.30,184.65,12.29,10.98,81.72,3.11,447.49,0.28,0.19,364051869.58,666033456.99,4.99,1,46.12,95.02,0,151,4.29,1,0,16.28,71.68,49.93,1,3.26,3.17,3.34,0.52,0.23,16.20,69.38,0.75,103,86,3724,610035,47.59,0,0
Brazil,2010,Hydro,65228.73,24657.93,6175086866.49,1481176058,14842124505357.36,178042.32,94964.64,3971.09,678033.25,928160,0,9005938627.66,1,7.47,2720.39,295.21,8.43,61.63,42.21,26.89,328.49,0.66,0.25,846696932.17,211017019.94,0.66,1,98.27,83.02,1,719,4.03,1,0,76.52,51.63,71.75,1,3.23,2.70,1.89,0.23,2.38,61.85,82.01,69.43,712,59,1046,582636,25.48,1,1
China,2018,Solar,12009.00,46761.25,1518153986.16,1070850175,116221292260782.36,962880.40,96226.83,52649.83,45279.46,91366,0,8087915474.90,0,37.03,568.04,206.52,2.32,14.47,8.44,65.29,421.69,0.29,0.24,249704467.64,333344495.50,3.48,0,55.88,31.98,1,491,8.85,1,0,22.74,91.64,78.06,1,2.80,9.90,0.86,1.18,3.28,1.54,5.89,74.28,176,32,8651,777586,63.08,1,1
Australia,2016,Biomass,5815.22,14805.69,5601201685.61,1280189246,159577010337705.28,863299.09,37204.88,93982.27,174403.93,239166,0,4098270902.71,0,-4.99,1118.22,294.91,11.53,17.01,32.40,46.17,660.14,0.59,0.16,546333543.28,405495754.14,8.47,0,73.41,12.82,0,382,6.74,1,0,25.09,25.42,83.94,1,5.28,7.35,5.43,6.89,2.74,72.34,83.96,40.81,500,68,444,446350,90.18,1,1
Brazil,2008,Solar,57639.97,33413.26,1764107043.66,472823296,129790933359696.23,81797.92,10459.54,49072.97,874554.40,577974,1,6404555745.44,1,23.36,988.30,235.65,11.01,51.38,0.53,85.44,997.56,0.09,0.17,612019454.11,102029310.50,9.09,1,45.97,36.90,1,346,0.52,1,0,75.40,66.58,30.91,1,3.07,6.12,9.13,4.95,6.56,99.64,13.35,18.78,651,61,7795,479595,37.33,1,1
Australia,2009,Geothermal,33395.66,32887.96,9902785572.34,1137883222,170203730794792.97,165641.46,95842.14,51468.80,712144.04,309634,0,8478677625.90,0,38.48,1361.71,296.56,7.87,18.58,41.56,23.23,451.26,0.27,0.18,854961735.26,818260406.58,0.30,1,59.02,20.19,0,456,6.78,0,0,20.97,49.38,51.29,1,2.24,9.66,8.73,2.98,8.66,14.53,87.93,3.58,506,69,2171,478308,90.81,1,1
USA,2003,Geothermal,66115.13,42206.14,2365119297.32,1256405746,146896786022901.25,177550.70,71843.68,15971.67,324744.38,230872,1,4219780101.97,1,22.30,268.37,193.03,0.56,84.93,49.54,36.88,68.29,0.52,0.36,639589256.32,11010879.10,7.97,1,74.60,48.96,0,321,2.42,0,1,84.71,54.82,55.66,0,5.98,5.43,1.63,3.74,1.71,15.53,0.90,72.63,715,27,6587,609800,52.33,1,0
Australia,2020,Wind,64842.97,8474.58,1693257001.48,125997715,186927866106356.81,628460.27,67416.38,95872.71,889851.39,792485,0,291565675.73,1,20.24,2471.71,138.49,8.75,38.49,39.83,68.64,727.59,0.22,0.18,665394842.82,174436855.92,6.76,1,97.81,27.36,1,970,5.06,0,1,36.17,67.13,13.22,0,0.08,1.74,1.10,5.40,7.84,19.17,92.64,32.50,3,55,9427,326635,98.54,0,1
Germany,2005,Solar,18786.25,29224.23,9936914829.28,1399266109,90203059399320.42,244657.14,57733.78,96540.15,385327.22,449882,0,3095033207.47,0,-5.95,1364.19,173.13,9.82,82.44,2.67,96.27,942.13,0.45,0.29,596377659.84,76671311.90,0.47,1,16.55,98.73,1,147,0.62,0,0,29.21,17.86,39.68,0,7.04,3.20,4.58,2.07,3.90,97.19,13.23,32.41,310,51,8509,406831,22.70,0,0
Germany,2019,Biomass,31773.96,24469.27,8857045087.59,918474127,4879205630242.75,47377.20,11885.12,53955.69,585274.63,440403,1,5389175893.00,1,3.45,2916.83,139.76,2.94,4.75,14.08,6.66,953.09,0.57,0.06,267925514.42,96069140.03,1.39,1,40.67,5.67,0,731,5.00,1,0,20.40,60.31,83.26,0,7.34,4.30,1.39,7.89,4.48,86.84,71.01,85.65,293,65,2544,737305,79.12,0,0
Germany,2018,Hydro,46183.21,28490.88,5932429367.92,236451081,104026858926269.70,114987.08,93330.79,3934.98,802276.45,642424,0,3603579190.19,0,34.92,725.60,228.55,11.98,70.03,17.85,72.73,547.20,0.39,0.40,483867438.71,896224815.63,8.09,1,44.53,40.16,0,649,7.43,1,1,83.52,26.18,47.55,0,7.01,4.83,5.24,9.94,5.58,34.57,1.30,72.70,676,94,4633,462531,58.63,1,0
India,2003,Biomass,61695.06,11924.05,6303439558.95,409846655,99715086267618.38,431178.20,83755.06,14602.48,761549.86,197227,0,4327262942.66,0,1.10,2749.85,145.41,2.84,8.45,42.40,55.34,387.26,0.86,0.12,623559542.98,528232963.88,8.10,0,83.55,0.31,1,618,6.76,0,0,26.34,27.88,29.58,1,4.88,6.91,3.14,6.07,0.46,85.23,43.36,57.51,46,32,969,492888,56.06,0,0
Canada,2007,Solar,60064.59,44469.00,2594213144.47,177660023,171050696753648.16,166130.77,51774.06,32504.32,725511.26,498727,0,6726458258.05,1,-5.95,1235.69,163.55,5.17,15.71,7.05,0.87,776.51,0.50,0.45,981091786.51,927295257.49,5.41,1,20.94,20.09,0,697,1.26,1,1,56.88,29.61,71.39,0,1.17,2.60,6.41,9.39,1.30,6.56,26.31,70.53,518,61,5617,309344,63.40,0,0
Canada,2015,Solar,57907.76,6237.43,4458384846.98,1097041449,183127854880216.44,586575.49,18167.13,88053.14,196917.00,462007,1,6311894608.87,0,22.86,1209.18,156.13,8.67,90.71,87.08,25.01,439.77,0.82,0.37,788030713.46,595259685.52,2.53,0,17.84,79.67,0,106,9.43,0,1,86.09,25.35,37.04,0,8.89,8.60,4.23,8.77,5.77,7.07,3.91,39.95,355,20,5884,907656,46.30,0,1
France,2004,Solar,51753.59,655.02,3638232086.18,360936527,43453576398604.82,693458.29,80145.53,36914.38,181280.49,415325,1,1824808072.46,1,28.41,466.89,295.25,14.46,62.72,48.64,37.55,526.86,0.63,0.16,848145258.09,700327896.47,0.37,1,16.79,42.79,0,177,8.08,1,0,94.85,5.93,66.95,0,1.56,0.25,3.66,7.88,7.74,9.76,48.12,98.53,380,98,1177,903536,11.35,0,1
China,2023,Biomass,98172.27,42499.15,277227896.38,358916864,146191639730047.00,920029.49,43403.38,19819.26,360934.61,493855,1,2572765911.20,0,24.00,1284.61,118.94,10.38,73.25,12.34,87.70,275.44,0.58,0.44,95713803.31,146962876.73,0.37,1,76.64,51.44,0,68,9.58,0,0,78.78,95.23,99.02,1,3.31,5.21,7.24,7.58,9.14,99.45,83.15,46.46,624,22,1112,733422,22.80,1,1
USA,2019,Hydro,64697.26,30076.27,5502260539.88,724977654,23014752369717.70,921397.46,83869.50,82083.03,91505.13,807126,1,8178525088.26,1,-9.89,2746.43,196.20,8.09,56.27,79.48,67.31,652.47,0.31,0.15,141219216.06,250412560.69,9.65,1,32.24,14.71,1,846,0.58,1,1,32.49,6.29,7.93,0,0.19,8.15,8.00,6.61,1.70,60.48,86.32,7.87,843,57,2144,422976,40.65,1,0
Australia,2011,Hydro,59120.66,10496.43,7082683340.78,498588866,81807052396949.09,746346.33,14442.58,56955.76,138191.76,764615,0,3657681935.33,1,-0.66,1913.55,259.32,13.65,92.32,19.03,0.03,963.10,0.06,0.40,177926333.56,716044224.13,5.00,1,69.60,81.64,0,184,0.94,1,0,67.52,73.73,48.17,0,9.52,9.47,5.92,6.00,0.67,5.75,32.88,20.88,633,37,4062,859567,32.40,1,0
